Fri May 12 14:52:39 2023    debug_timer_rec

         447405400 function calls (431447914 primitive calls) in 908.807 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      110    0.000    0.000    0.000    0.000 colorbar.py:1296(_long_axis)
       40    0.000    0.000    0.011    0.000 colorbar.py:130(get_window_extent)
       10    0.000    0.000    0.000    0.000 colorbar.py:1302(_short_axis)
        5    0.000    0.000    0.000    0.000 colorbar.py:1342(_normalize_location_orientation)
        5    0.000    0.000    0.000    0.000 colorbar.py:136(set_xy)
        5    0.001    0.000    0.157    0.031 colorbar.py:1363(make_axes)
       10    0.000    0.000    0.000    0.000 colorbar.py:1407(<genexpr>)
       10    0.000    0.000    0.004    0.000 colorbar.py:141(draw)
        5    0.000    0.000    0.000    0.000 colorbar.py:1413(<listcomp>)
        5    0.000    0.000    0.000    0.000 colorbar.py:151(__init__)
       20    0.000    0.000    0.001    0.000 colorbar.py:155(__call__)
        5    0.002    0.000    0.088    0.018 colorbar.py:264(__init__)
        5    0.001    0.000    0.054    0.011 colorbar.py:510(_draw_all)
        5    0.000    0.000    0.019    0.004 colorbar.py:562(_add_solids)
       10    0.000    0.000    0.000    0.000 colorbar.py:584(_update_dividers)
        5    0.000    0.000    0.007    0.001 colorbar.py:627(_do_extends)
        5    0.000    0.000    0.001    0.000 colorbar.py:801(update_ticks)
        5    0.000    0.000    0.001    0.000 colorbar.py:811(_get_ticker_locator_formatter)
        5    0.000    0.000    0.001    0.000 colorbar.py:949(set_label)
        5    0.000    0.000    0.000    0.000 colorbar.py:976(set_alpha)
        5    0.000    0.000    0.004    0.001 colorbar.py:985(_set_scale)
        5    0.000    0.000    0.003    0.001 colors.py:1163(_init)
    30195    0.152    0.000    0.273    0.000 colors.py:1212(__init__)
      220    0.000    0.000    0.000    0.000 colors.py:1240(vmin)
       45    0.000    0.000    0.001    0.000 colors.py:1244(vmin)
      210    0.000    0.000    0.000    0.000 colors.py:1251(vmax)
       45    0.000    0.000    0.000    0.000 colors.py:1255(vmax)
       50    0.000    0.000    0.000    0.000 colors.py:1262(clip)
       10    0.000    0.000    0.001    0.000 colors.py:1272(_changed)
      180    0.001    0.000    0.015    0.000 colors.py:1279(process_value)
       50    0.002    0.000    0.017    0.000 colors.py:1314(__call__)
       15    0.002    0.000    0.013    0.001 colors.py:1360(inverse)
       25    0.001    0.000    0.003    0.000 colors.py:1378(autoscale_None)
       25    0.000    0.000    0.000    0.000 colors.py:1386(scaled)
    60480    0.016    0.000    0.016    0.000 colors.py:203(_sanitize_extrema)
   186177    0.384    0.000    1.588    0.000 colors.py:213(_is_nth_color)
     1155    0.002    0.000    0.018    0.000 colors.py:218(is_color_like)
      191    0.000    0.000    0.000    0.000 colors.py:231(_has_alpha_channel)
     1155    0.002    0.000    0.021    0.000 colors.py:237(_check_color_like)
   185022    0.727    0.000    2.315    0.000 colors.py:265(to_rgba)
       63    0.002    0.000    0.004    0.000 colors.py:307(_to_rgba_no_colorcycle)
       64    0.000    0.000    0.000    0.000 colors.py:338(<genexpr>)
      135    0.000    0.000    0.000    0.000 colors.py:384(<genexpr>)
      150    0.000    0.000    0.000    0.000 colors.py:394(<genexpr>)
   120710    2.527    0.000    7.276    0.000 colors.py:399(to_rgba_array)
       15    0.001    0.000    0.001    0.000 colors.py:479(<setcomp>)
       10    0.000    0.000    0.000    0.000 colors.py:485(<listcomp>)
       15    0.000    0.000    0.002    0.000 colors.py:499(to_hex)
       60    0.000    0.000    0.000    0.000 colors.py:518(<genexpr>)
       20    0.005    0.000    0.029    0.001 colors.py:683(__call__)
    30175    0.080    0.000    0.140    0.000 colors.py:761(__copy__)
        5    0.000    0.000    0.000    0.000 colors.py:838(_set_extremes)
    30175    0.042    0.000    0.182    0.000 colors.py:943(copy)
       10    0.000    0.000    0.003    0.000 context.py:121(_cpu_count_cgroup)
       10    0.000    0.000    0.004    0.000 context.py:157(_cpu_count_user)
       10    0.000    0.000    0.005    0.001 context.py:68(cpu_count)
    66760    0.273    0.000    0.310    0.000 contextlib.py:104(__init__)
66760/66338    0.075    0.000    0.490    0.000 contextlib.py:132(__enter__)
66760/66338    0.127    0.000    0.384    0.000 contextlib.py:141(__exit__)
        1    0.000    0.000    0.000    0.000 contextlib.py:257(contextmanager)
    66760    0.138    0.000    0.448    0.000 contextlib.py:284(helper)
        2    0.000    0.000    0.000    0.000 contextlib.py:425(__init__)
        2    0.000    0.000    0.000    0.000 contextlib.py:428(__enter__)
        2    0.000    0.000    0.000    0.000 contextlib.py:431(__exit__)
       10    0.000    0.000    0.000    0.000 contextlib.py:447(_create_exit_wrapper)
       20    0.000    0.000    0.000    0.000 contextlib.py:457(__init__)
       10    0.000    0.000    0.001    0.000 contextlib.py:487(enter_context)
       10    0.000    0.000    0.000    0.000 contextlib.py:519(_push_cm_exit)
       10    0.000    0.000    0.000    0.000 contextlib.py:524(_push_exit_callback)
       20    0.000    0.000    0.000    0.000 contextlib.py:540(__enter__)
       20    0.000    0.000    0.002    0.000 contextlib.py:543(__exit__)
     3675    0.001    0.000    0.001    0.000 copy.py:107(_copy_immutable)
18887/303    0.043    0.000    0.092    0.000 copy.py:128(deepcopy)
    14746    0.002    0.000    0.002    0.000 copy.py:182(_deepcopy_atomic)
 1212/303    0.010    0.000    0.090    0.000 copy.py:227(_deepcopy_dict)
      303    0.001    0.000    0.008    0.000 copy.py:237(_deepcopy_method)
     3232    0.003    0.000    0.005    0.000 copy.py:243(_keep_alive)
     6018    0.020    0.000    0.072    0.000 copy.py:259(_reconstruct)
     3636    0.002    0.000    0.008    0.000 copy.py:264(<genexpr>)
    10470    0.032    0.000    0.082    0.000 copy.py:66(copy)
     5412    0.005    0.000    0.007    0.000 copyreg.py:104(__newobj__)
        6    0.000    0.000    0.000    0.000 copyreg.py:113(_slotnames)
       15    0.001    0.000    0.002    0.000 core.py:1003(__call__)
   211370    0.261    0.000    0.261    0.000 core.py:1276(_replace_dtype_fields_recursive)
   211370    0.402    0.000    0.663    0.000 core.py:1308(_replace_dtype_fields)
   211370    0.174    0.000    0.837    0.000 core.py:1322(make_mask_descr)
   754660    0.423    0.000    0.589    0.000 core.py:1355(getmask)
    60330    0.202    0.000    0.976    0.000 core.py:1417(getmaskarray)
    90490    0.095    0.000    0.691    0.000 core.py:1538(_shrink_mask)
       15    0.000    0.000    0.001    0.000 core.py:1548(make_mask)
    60330    0.079    0.000    0.360    0.000 core.py:1637(make_mask_none)
       15    0.000    0.000    0.001    0.000 core.py:1697(mask_or)
       30    0.000    0.000    0.000    0.000 core.py:1809(_check_mask_axis)
       30    0.000    0.000    0.000    0.000 core.py:198(_recursive_fill_value)
       30    0.000    0.000    0.000    0.000 core.py:213(_get_dtype_of)
   120625    1.028    0.000    5.807    0.000 core.py:2331(masked_invalid)
        5    0.000    0.000    0.000    0.000 core.py:2577(wrapped_method)
       30    0.000    0.000    0.001    0.000 core.py:278(_extremum_fill_value)
       30    0.000    0.000    0.000    0.000 core.py:280(_scalar_fill_value)
   151025    1.110    0.000    5.202    0.000 core.py:2814(__new__)
       15    0.000    0.000    0.001    0.000 core.py:292(minimum_fill_value)
   482875    2.883    0.000    4.271    0.000 core.py:2946(_update_from)
   392375    2.643    0.000    7.673    0.000 core.py:2972(__array_finalize__)
       15    0.001    0.000    0.004    0.000 core.py:3065(__array_wrap__)
       15    0.000    0.000    0.001    0.000 core.py:3083(<listcomp>)
   120625    0.328    0.000    2.651    0.000 core.py:3121(view)
      265    0.001    0.000    0.002    0.000 core.py:3211(__getitem__)
      135    0.000    0.000    0.000    0.000 core.py:3228(_scalar_heuristic)
  1056285    0.622    0.000    0.622    0.000 core.py:3407(dtype)
   271540    0.192    0.000    0.192    0.000 core.py:3423(shape)
        5    0.000    0.000    0.000    0.000 core.py:3427(shape)
       15    0.000    0.000    0.000    0.000 core.py:343(maximum_fill_value)
    60360    0.046    0.000    0.074    0.000 core.py:3506(mask)
    90475    0.113    0.000    0.803    0.000 core.py:3646(shrink_mask)
   302070    0.322    0.000    0.498    0.000 core.py:3682(_get_data)
    90510    0.599    0.000    2.317    0.000 core.py:3776(filled)
       15    0.000    0.000    0.000    0.000 core.py:4073(_delegate_binop)
       15    0.000    0.000    0.002    0.000 core.py:4211(__mul__)
    90450    0.347    0.000    0.594    0.000 core.py:426(_check_fill_value)
    90455    0.298    0.000    2.584    0.000 core.py:4585(ravel)
        5    0.000    0.000    0.000    0.000 core.py:4639(reshape)
       15    0.000    0.000    0.002    0.000 core.py:5705(min)
    30260    0.062    0.000    0.079    0.000 core.py:580(filled)
       15    0.000    0.000    0.001    0.000 core.py:5842(max)
       15    0.000    0.000    0.000    0.000 core.py:637(get_masked_subclass)
       15    0.000    0.000    0.000    0.000 core.py:651(<listcomp>)
      230    0.001    0.000    0.012    0.000 core.py:6600(array)
   180945    0.207    0.000    0.384    0.000 core.py:6617(is_masked)
   211125    0.447    0.000    0.696    0.000 core.py:664(getdata)
    90450    0.322    0.000    6.051    0.000 core.py:6816(__call__)
        5    0.000    0.000    0.000    0.000 core.py:776(is_string_or_list_of_strings)
    30185    0.145    0.000    1.525    0.000 core.py:7958(asarray)
    90450    0.277    0.000    3.120    0.000 core.py:8007(asanyarray)
      220    0.001    0.000    0.001    0.000 cycler.py:165(keys)
     2098    0.002    0.000    0.002    0.000 cycler.py:239(__iter__)
      190    0.003    0.000    0.006    0.000 cycler.py:364(by_key)
      190    0.000    0.000    0.000    0.000 cycler.py:386(<dictcomp>)
        4    0.000    0.000    0.000    0.000 deprecation.py:128(deprecate)
        1    0.000    0.000    0.000    0.000 deprecation.py:139(finalize)
        3    0.000    0.000    0.000    0.000 deprecation.py:154(_deprecated_property)
        3    0.000    0.000    0.000    0.000 deprecation.py:171(__set_name__)
        3    0.000    0.000    0.000    0.000 deprecation.py:176(finalize)
        4    0.000    0.000    0.000    0.000 deprecation.py:205(<listcomp>)
31042/30947    0.047    0.000    0.282    0.000 deprecation.py:289(wrapper)
        8    0.000    0.000    0.001    0.000 deprecation.py:316(delete_parameter)
        4    0.000    0.000    0.000    0.000 deprecation.py:350(<genexpr>)
        1    0.000    0.000    0.000    0.000 deprecation.py:363(<listcomp>)
   105/50    0.001    0.000  177.620    3.552 deprecation.py:379(wrapper)
      210    0.000    0.000    0.000    0.000 deprecation.py:398(<genexpr>)
91840/91650    0.393    0.000   31.644    0.000 deprecation.py:443(wrapper)
        4    0.000    0.000    0.000    0.000 deprecation.py:99(deprecated)
    34920    0.021    0.000    0.021    0.000 einsumfunc.py:1001(_einsum_dispatcher)
     6984    0.015    0.000    0.164    0.000 einsumfunc.py:1009(einsum)
   126048    0.178    0.000    0.178    0.000 enum.py:1074(__new__)
       66    0.000    0.000    0.000    0.000 enum.py:1125(__init__)
      606    0.000    0.000    0.000    0.000 enum.py:1210(__reduce_ex__)
      564    0.001    0.000    0.001    0.000 enum.py:1221(name)
        2    0.000    0.000    0.000    0.000 enum.py:1226(value)
        1    0.000    0.000    0.000    0.000 enum.py:1473(__or__)
        6    0.000    0.000    0.000    0.000 enum.py:1483(__and__)
      566    0.001    0.000    0.001    0.000 enum.py:188(__get__)
       66    0.000    0.000    0.000    0.000 enum.py:230(__init__)
       66    0.001    0.000    0.002    0.000 enum.py:233(__set_name__)
       12    0.000    0.000    0.000    0.000 enum.py:345(__init__)
      101    0.001    0.000    0.002    0.000 enum.py:352(__setitem__)
       66    0.000    0.000    0.000    0.000 enum.py:37(_is_descriptor)
       12    0.000    0.000    0.001    0.000 enum.py:451(__prepare__)
       12    0.001    0.000    0.004    0.000 enum.py:466(__new__)
      113    0.000    0.000    0.000    0.000 enum.py:47(_is_dunder)
      101    0.000    0.000    0.000    0.000 enum.py:58(_is_sunder)
   126059    0.241    0.000    0.427    0.000 enum.py:669(__call__)
      101    0.000    0.000    0.000    0.000 enum.py:69(_is_internal_class)
      114    0.000    0.000    0.000    0.000 enum.py:728(__delattr__)
       24    0.000    0.000    0.000    0.000 enum.py:753(__getattr__)
      101    0.000    0.000    0.000    0.000 enum.py:78(_is_private)
       90    0.000    0.000    0.000    0.000 enum.py:809(__setattr__)
       11    0.000    0.000    0.007    0.001 enum.py:822(_create_)
       47    0.000    0.000    0.000    0.000 enum.py:913(_check_for_existing_members_)
       35    0.000    0.000    0.001    0.000 enum.py:923(_get_mixins_)
       12    0.000    0.000    0.000    0.000 enum.py:945(_find_data_repr_)
       35    0.000    0.000    0.000    0.000 enum.py:959(_find_data_type_)
       12    0.000    0.000    0.000    0.000 enum.py:987(_find_new_)
     1100    0.017    0.000    0.495    0.000 extmath.py:1049(stable_cumsum)
     1675   12.063    0.007   12.069    0.007 extmath.py:119(safe_sparse_dot)
     6984    0.049    0.000    0.359    0.000 extmath.py:50(row_norms)
       90    0.001    0.000    0.017    0.000 extmath.py:871(_safe_accumulator_op)
        1    0.001    0.001    0.003    0.003 extmath.py:901(_incremental_mean_and_var)
    30150    0.348    0.000    3.789    0.000 extras.py:288(__call__)
    30150    0.051    0.000    0.121    0.000 extras.py:290(<listcomp>)
    30150    0.062    0.000    1.037    0.000 extras.py:291(<listcomp>)
        5    0.001    0.000    0.251    0.050 figure.py:1175(colorbar)
        5    0.000    0.000    0.000    0.000 figure.py:1275(<dictcomp>)
       15    0.000    0.000    0.000    0.000 figure.py:132(update)
        5    0.000    0.000    0.001    0.000 figure.py:1475(add_gridspec)
       20    0.000    0.000    0.001    0.000 figure.py:1599(sca)
       95    0.000    0.000    0.001    0.000 figure.py:1605(gca)
        5    0.000    0.000    0.000    0.000 figure.py:1618(_gci)
       10    0.004    0.000    0.012    0.001 figure.py:163(__init__)
       15    0.000    0.000    0.001    0.000 figure.py:1651(_process_projection_requirements)
       20    0.024    0.001    0.071    0.004 figure.py:193(_get_draw_artists)
       50    0.000    0.000    0.000    0.000 figure.py:205(<genexpr>)
       10    0.000    0.000    0.001    0.000 figure.py:2057(_set_artist_props)
       30    0.000    0.000    0.000    0.000 figure.py:206(<lambda>)
       10    0.010    0.001    0.060    0.006 figure.py:2312(__init__)
       10    0.000    0.000    0.000    0.000 figure.py:2505(_check_layout_engines_compat)
       30    0.000    0.000    0.001    0.000 figure.py:2524(set_layout_engine)
